snapshot_time_utc,currency,instrument_name,option_type,strike,expiry_utc,dte_days,index_price,underlying_price,mark_price,mark_price_usd,mark_iv,bid_iv,ask_iv,best_bid_price,best_ask_price,best_bid_amount,best_ask_amount,last_price,open_interest,volume_24h,delta,gamma,vega,theta,rho,contract_size,tick_size
2026-06-21T13:14:10.806003+00:00,BTC,BTC-25SEP26-84000-C,call,84000.0,2026-09-25T08:00:00+00:00,95.7818,64069.15,64693.31,0.00855554,553.4862,37.3,,,0.0085,0.009,,,0.009,681.6,5.7,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-25DEC26-102000-P,put,102000.0,2026-12-25T08:00:00+00:00,186.7818,64069.15,65359.55,0.57230463,37405.5731,42.27,,,0.514,0.6445,,,0.5685,7.7,0.0,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-31JUL26-61000-P,put,61000.0,2026-07-31T08:00:00+00:00,39.7818,64069.15,64244.2,0.03004624,1930.2967,40.08,,,0.0295,0.0305,,,0.029,246.2,3.3,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-24JUN26-63000-C,call,63000.0,2026-06-24T08:00:00+00:00,2.7818,64069.15,64069.15,0.02366909,1516.4585,40.33,,,0.023,0.0245,,,,0.0,0.0,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-25SEP26-165000-C,call,165000.0,2026-09-25T08:00:00+00:00,95.7818,64069.15,64692.92,0.00021077,13.6353,61.52,,,0.0001,0.0004,,,0.0002,146.4,0.0,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-28AUG26-98000-P,put,98000.0,2026-08-28T08:00:00+00:00,67.7818,64069.15,64432.85,0.52182932,33622.9503,42.62,,,0.47,0.58,,,,0.0,0.0,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-25SEP26-65000-P,put,65000.0,2026-09-25T08:00:00+00:00,95.7818,64069.15,64692.92,0.08205607,5308.4468,38.95,,,0.081,0.0835,,,0.0865,660.3,0.0,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-3JUL26-61000-P,put,61000.0,2026-07-03T08:00:00+00:00,11.7818,64069.15,64097.81,0.01114588,714.4265,41.71,,,0.0105,0.0115,,,0.0105,462.1,1.0,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-23JUN26-63000-C,call,63000.0,2026-06-23T08:00:00+00:00,1.7818,64069.15,64069.15,0.02117247,1356.5022,39.91,,,0.019,0.024,,,0.0195,139.3,48.8,,,,,,1.0,0.0001
2026-06-21T13:14:10.806003+00:00,BTC,BTC-31JUL26-58000-C,call,58000.0,2026-07-31T08:00:00+00:00,39.7818,64069.15,64244.2,0.11575085,7436.3208,42.95,,,0.113,0.137,,,0.102,19.8,0.0,,,,,,1.0,0.0001
