snapshot_time_utc,currency,instrument_name,option_type,strike,expiry_utc,dte_days,index_price,underlying_price,mark_price,mark_price_usd,mark_iv,bid_iv,ask_iv,best_bid_price,best_ask_price,best_bid_amount,best_ask_amount,last_price,open_interest,volume_24h,delta,gamma,vega,theta,rho,contract_size,tick_size
2026-06-21T13:21:25.867308+00:00,BTC,BTC-22JUN26-72000-P,put,72000.0,2026-06-22T08:00:00+00:00,0.7768,64098.54,64097.8,0.1234,7909.6685,59.25,0.0,367.4,0.115,0.1495,0.2,7.4,,0.0,0.0,-0.99999,0.0,0.00147,-0.04345,-1.53149,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-55000-C,call,55000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64097.8,0.1418,9089.068,78.69,0.0,233.56,0.117,0.156,9.6,0.2,,0.0,0.0,0.99757,0.0,0.33834,-7.4935,2.66904,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-55000-P,put,55000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64097.36,0.0,0.0,78.69,0.0,86.51,0.0,0.0001,0.0,29.5,0.0001,4.8,2.0,-0.00243,0.0,0.33846,-2.61404,-0.00771,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-56000-C,call,56000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64097.36,0.1262,8089.0868,71.92,0.0,240.62,0.1225,0.145,9.5,9.5,,0.0,0.0,0.9967,0.0,0.44546,-9.01822,2.71497,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-56000-P,put,56000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64097.36,0.0001,6.4097,71.92,0.0,77.33,0.0,0.0001,0.0,29.7,0.0001,52.9,10.0,-0.0033,0.0,0.44546,-3.325,-0.01045,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-57000-C,call,57000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64093.29,0.1106,7088.7179,66.8,0.0,248.88,0.107,0.135,9.3,9.3,,0.0,0.0,0.99446,1e-05,0.70861,-13.32421,2.75654,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-57000-P,put,57000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64093.29,0.0001,6.4093,66.8,0.0,74.33,0.0,0.0002,0.0,36.2,0.0001,27.5,2.6,-0.00554,1e-05,0.70861,-5.42239,-0.01755,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-58000-C,call,58000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64093.29,0.0951,6095.2719,63.4,0.0,171.96,0.075,0.108,0.3,0.2,,0.0,0.0,0.98871,1e-05,1.32421,-23.63223,2.78701,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-58000-P,put,58000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64093.29,0.0002,12.8187,63.4,59.13,64.61,0.0001,0.0002,26.8,0.1,0.0002,50.2,20.4,-0.01129,1e-05,1.32421,-11.27102,-0.03575,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-59000-C,call,59000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.62,0.0795,5095.3633,57.74,0.0,242.34,0.076,0.112,9.1,9.1,,0.0,0.0,0.98104,2e-05,2.0691,-33.62434,2.81139,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-59000-P,put,59000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.62,0.0003,19.2278,57.74,54.9,60.99,0.0002,0.0004,50.1,22.7,0.0003,24.2,7.6,-0.01896,2e-05,2.0691,-18.38255,-0.06003,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-60000-C,call,60000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.62,0.0642,4114.7462,53.83,0.0,203.46,0.0605,0.0925,9.1,9.1,,0.0,0.0,0.96212,3e-05,3.68558,-55.8417,2.80015,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-60000-P,put,60000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.2,0.0006,38.4553,53.83,52.42,55.84,0.0005,0.0007,20.0,31.8,0.0004,553.4,20.7,-0.03789,3e-05,3.68676,-37.60346,-0.11999,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-60500-C,call,60500.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.2,0.0566,3627.6185,51.11,0.0,189.34,0.053,0.084,9.1,9.1,,0.0,0.0,0.94904,5e-05,4.68171,-67.34526,2.78307,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-60500-P,put,60500.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.2,0.0008,51.2738,51.11,50.1,52.79,0.0007,0.0009,20.0,28.4,0.0008,337.0,103.5,-0.05096,5e-05,4.68171,-50.25286,-0.16136,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-61000-C,call,61000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.2,0.0491,3146.927,48.68,0.0,195.02,0.0445,0.08,0.2,9.2,,0.0,0.0,0.92963,6e-05,6.02808,-82.59864,2.7459,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-61000-P,put,61000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.19,0.0011,70.5014,48.68,47.9,50.0,0.001,0.0012,0.4,20.4,0.001,202.2,5.5,-0.07037,6e-05,6.02813,-69.85853,-0.22286,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-61500-C,call,61500.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.19,0.0417,2672.6443,46.19,0.0,68.69,0.026,0.0455,9.3,9.3,0.023,1.6,0.0,0.90273,8e-05,7.68982,-99.98373,2.685,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-61500-P,put,61500.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.19,0.0015,96.1383,46.19,44.51,47.85,0.0013,0.0017,85.1,23.0,0.0014,133.4,8.7,-0.09727,8e-05,7.68982,-97.41476,-0.30809,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-62000-C,call,62000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.12,0.0346,2217.5874,44.16,0.0,61.72,0.0315,0.038,9.7,9.6,0.02,33.2,0.0,0.86273,0.00011,9.81924,-122.04815,2.58247,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-62000-P,put,62000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.12,0.0022,141.0027,44.16,43.0,45.61,0.002,0.0024,26.4,20.0,0.002,206.8,32.0,-0.13727,0.00011,9.81924,-122.04815,-0.43496,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-62500-C,call,62500.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.12,0.0278,1781.7609,41.84,0.0,145.07,0.019,0.0535,0.2,10.2,0.0175,21.2,0.0,0.80959,0.00015,12.14952,-143.08419,2.43814,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-62500-P,put,62500.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.12,0.0032,205.0948,41.84,40.76,42.87,0.0029,0.0033,15.1,0.7,0.0034,103.1,11.2,-0.19041,0.00015,12.14952,-143.08419,-0.60362,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-63000-C,call,63000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.12,0.0214,1371.5714,39.94,27.69,52.21,0.019,0.0245,0.2,11.2,0.0195,139.3,48.8,0.73592,0.00018,14.61928,-164.33013,2.22824,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-63000-P,put,63000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.12,0.0046,294.8238,39.94,38.91,41.1,0.0043,0.0048,10.5,1.3,0.0049,37.7,4.1,-0.26408,0.00018,14.61924,-164.32852,-0.83786,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-63500-C,call,63500.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.12,0.0158,1012.6555,38.55,36.91,40.73,0.0155,0.0165,20.0,36.0,0.0155,13.8,1.3,0.64006,0.00022,16.72677,-181.47421,1.94681,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-63500-P,put,63500.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.75,0.0068,435.8307,38.54,37.84,39.75,0.0065,0.007,1.1,21.1,0.0075,97.5,96.5,-0.3598,0.00022,16.72468,-181.44648,-1.14318,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-64000-C,call,64000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.75,0.0111,711.4295,37.57,35.09,38.69,0.0105,0.0115,24.2,20.3,0.0105,147.6,38.1,0.52725,0.00024,17.79619,-188.20968,1.60973,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-64000-P,put,64000.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.75,0.0099,634.5182,37.57,36.7,38.5,0.0095,0.01,1.6,20.2,0.0105,128.6,132.5,-0.47275,0.00024,17.79619,-188.20968,-1.50503,1.0,0.0001
2026-06-21T13:21:25.867308+00:00,BTC,BTC-23JUN26-64500-C,call,64500.0,2026-06-23T08:00:00+00:00,1.7768,64098.54,64092.75,0.0073,467.8771,36.66,35.29,38.98,0.007,0.008,21.9,77.1,0.007,57.4,47.5,0.40716,0.00024,17.35255,-179.06196,1.24704,1.0,0.0001
